,#,Name,MLBAMID,RazzballID,FangraphsID,NFBCID,Team,ESPN_POS,YAHOO_POS
2801,2802,Henry Davis,680779,680779,29617,11742.0,PIT,C/OF,C/OF
2807,2808,Henry Ramos,592656,592656,11481,10981.0,CIN,OF,OF
2817,2818,Heston Kjerstad,677008,677008,sa3014439,11771.0,BAL,OF,OF
2820,2821,Hobie Harris,665048,665048,18615,11777.0,WSH,RP,RP
2821,2822,Hoby Milner,571948,571948,13346,9589.0,MIL,RP,RP
2822,2823,Hogan Harris,663687,663687,21520,11650.0,OAK,SP,SP
2825,2826,Homer Bailey,456701,8362,8362,5523.0,FA,SP,SP
2829,2830,Hoy Park,660829,660829,18027,11240.0,ATL,2B,2B
2830,2831,Huascar Brazoban,623211,623211,6107,11519.0,MIA,RP,RP
2831,2832,Huascar Ynoa,660623,660623,20468,10214.0,ATL,SP,SP
2839,2840,Humberto Castellanos,528748,528748,21183,11089.0,ARI,SP,SP
2840,2841,Humberto Mejia,650668,650668,20739,10754.0,FA,SP,SP
2843,2844,Hunter Bishop,666183,666183,sa3011413,11112.0,SF,OF,OF
2845,2846,Hunter Brown,686613,686613,25880,11435.0,HOU,SP,SP
2847,2848,Hunter Dozier,641531,15117,15117,8663.0,FA,1B/3B/ OF,1B/3B/ OF
2849,2850,Hunter Feduccia,676439,676439,sa3007872,11779.0,LAD,C,C
2850,2851,Hunter Gaddis,683769,683769,25636,11528.0,CLE,SP,SP
2852,2853,Hunter Greene,668881,668881,22182,10216.0,CIN,SP,SP
2854,2855,Hunter Harvey,640451,640451,15507,8633.0,WSH,RP,RP
2863,2864,Hunter Renfroe,592669,15464,15464,8968.0,LAA,OF,OF
2869,2870,Hunter Strickland,519326,7836,7836,8890.0,FA,RP,RP
2872,2873,Hyun Jin Ryu,547943,14444,14444,8415.0,TOR,SP,SP
2874,2875,Ian Anderson,666120,666120,19951,10217.0,ATL,SP,SP
2877,2878,Ian Clarkin,624420,624420,sa737534,9837.0,SEA,SP,SP
2880,2881,Ian Gibaut,664139,664139,17871,10484.0,CIN,RP,RP
2881,2882,Ian Hamilton,641656,641656,19261,10087.0,NYY,RP,RP
2882,2883,Ian Happ,664023,664023,17919,9655.0,CHC,OF,OF
2883,2884,Ian Kennedy,453178,6986,6986,6859.0,TEX,RP,RP
2894,2895,Ildemaro Vargas,545121,13324,13324,9562.0,WSH,3B,SS/3B
2910,2911,Isaac Paredes,670623,670623,20036,10218.0,TB,1B/2B/ 3B,1B/2B/ 3B
2913,2914,Isaiah Campbell,663462,663462,25551,10871.0,SEA,RP,RP
2917,2918,Isan Diaz,656371,656371,17922,10219.0,DET,2B/3B,2B/3B
2919,2920,Isiah Kiner-Falefa,643396,643396,16512,9863.0,NYY,SS/3B/ OF,SS/3B/ OF
2926,2927,Israel Pineda,672832,672832,22906,11568.0,WSH,C,C
2932,2933,Ivan Herrera,671056,671056,20599,10220.0,STL,C,C
2942,2943,J.B. Bukauskas,656266,656266,20491,10221.0,MIL,RP,RP
2946,2947,J.C. Mejia,650496,650496,20617,10471.0,MIL,RP,RP
2947,2948,J.D. Davis,605204,16219,16219,9722.0,SF,3B,1B/3B
2948,2949,J.D. Martinez,502110,6184,6184,8122.0,LAD,DH,DH
2949,2950,J.J. Matijevic,656695,656695,20165,11456.0,HOU,1B,1B
2950,2951,J.P. Crawford,641487,15491,15491,8694.0,SEA,SS,SS
2951,2952,J.P. Feyereisen,656420,16610,16610,10751.0,LAD,RP,RP
2952,2953,J.P. France,641585,641585,21212,11716.0,HOU,SP,SP
2954,2955,J.T. Realmuto,592663,11739,11739,8800.0,PHI,C,C
2958,2959,Jace Peterson,607054,12325,12325,8702.0,ARI,2B/3B,2B/3B/ OF
2970,2971,Jack Flaherty,656427,656427,17479,9750.0,BAL,SP,SP
2976,2977,Jack Larsen,677223,677223,20510,11523.0,SF,OF,OF
2978,2979,Jack Leiter,683004,683004,sa3018053,11327.0,TEX,SP,SP
2985,2986,Jack Patterson,682163,682163,,10918.0,CHC,RP,RP
2993,2994,Jack Suwinski,669261,669261,22244,11377.0,PIT,OF,OF
2996,2997,Jackie Bradley Jr.,598265,12984,12984,8432.0,FA,OF,OF
2997,2998,Jackson Chourio,694192,694192,sa3015704,11738.0,MIL,OF,OF
2998,2999,Jackson Cluff,687714,687714,sa3010342,11124.0,WSH,SS,SS
3003,3004,Jackson Holliday,702616,702616,sa3020241,11751.0,BAL,SS,SS
3007,3008,Jackson Kowar,663804,663804,21549,10222.0,KC,RP,RP
3011,3012,Jackson Rees,682448,682448,sa3007818,10713.0,TOR,RP,RP
3013,3014,Jackson Rutledge,671131,671131,sa3011338,10977.0,WSH,SP,SP
3014,3015,Jackson Stephens,623451,623451,14420,9488.0,ATL,RP,RP
3015,3016,Jackson Tetreault,676194,676194,20565,11496.0,WSH,RP,RP
3016,3017,Jackson Wolf,680232,680232,29832,11831.0,PIT,SP,SP
3018,3019,Jacob Amaya,676070,676070,23296,10398.0,MIA,SS,SS
3026,3027,Jacob deGrom,594798,10954,10954,8784.0,TEX,SP,SP
3039,3040,Jacob Nottingham,641924,16448,16448,9913.0,WSH,C,C
3046,3047,Jacob Robson,615699,615699,19528,11261.0,DET,OF,OF
3049,3050,Jacob Stallings,607732,13723,13723,9384.0,MIA,C,C
3057,3058,Jacob Webb,657097,657097,19274,10442.0,BAL,RP,RP
3072,3073,Jahmai Jones,663330,663330,18872,10223.0,MIL,2B,2B
3074,3075,Jaime Barria,642545,642545,18356,9852.0,LAA,SP,SP
3082,3083,Jairo Pomares,682646,682646,sa3010023,10399.0,SF,OF,OF
3086,3087,Jake Alu,666906,666906,25569,11660.0,WSH,3B,3B
3089,3090,Jake Bauers,641343,641343,15194,9788.0,NYY,1B/OF,1B/OF
3091,3092,Jake Bird,656234,656234,21267,11493.0,COL,RP,RP
3092,3093,Jake Brentz,641394,641394,17783,11070.0,KC,RP,RP
3093,3094,Jake Burger,669394,669394,22275,10224.0,MIA,3B,3B
3094,3095,Jake Cave,595909,14477,14477,9251.0,PHI,OF,OF
3095,3096,Jake Cousins,664776,664776,21620,11224.0,HOU,RP,RP
3096,3097,Jake Cronenworth,630105,630105,18036,10766.0,SD,1B/2B,1B/2B/SS
3097,3098,Jake Diekman,518617,5003,5003,8282.0,TB,RP,RP
3098,3099,Jake Eder,671109,671109,sa3014917,11238.0,CHW,SP,SP
3100,3101,Jake Faria,607188,13699,13699,9189.0,FA,RP,RP
3103,3104,Jake Fraley,641584,641584,19260,10225.0,CIN,OF,OF
3104,3105,Jake Hager,606993,606993,12198,11009.0,ARI,2B,2B/3B
3108,3109,Jake Irvin,663623,663623,21504,10976.0,WSH,SP,SP
3111,3112,Jake Lamb,571875,13329,13329,8862.0,NYY,1B/OF,1B/OF
3112,3113,Jake Latz,656641,656641,21306,11266.0,TEX,SP,SP
3116,3117,Jake Marisnick,545350,11339,11339,8437.0,LAD,OF,OF
3117,3118,Jake McCarthy,664983,664983,21622,10226.0,ARI,OF,OF
3121,3122,Jake Meyers,676694,676694,20308,10999.0,HOU,OF,OF
3123,3124,Jake Noll,669738,669738,19703,10611.0,WSH,2b,2b
3124,3125,Jake Odorizzi,543606,6397,6397,8407.0,TEX,SP,SP
3128,3129,Jake Reed,596082,16209,16209,11234.0,LAD,RP,RP
3130,3131,Jake Rogers,668670,668670,19452,10531.0,DET,C,C
3138,3139,Jake Vogel,691949,691949,sa3014473,11135.0,LAD,OF,OF
3140,3141,Jake Walsh,673904,673904,20227,11359.0,FA,RP,RP
3142,3143,Jake Woodford,663765,663765,18674,10772.0,STL,SP,SP
3147,3148,Jakob Junis,596001,596001,13619,9547.0,SF,RP,RP
3151,3152,Jalen Beeks,656222,656222,17192,9833.0,TB,RP,RP
3164,3165,James Kaprielian,621076,621076,18331,10469.0,OAK,SP,SP
3165,3166,James Karinchak,675916,675916,20151,10700.0,CLE,RP,RP
3168,3169,James McArthur,663704,663704,21527,11345.0,KC,SP,SP
3169,3170,James McCann,543510,12859,12859,8897.0,BAL,C,C
3171,3172,James Naile,664942,664942,18186,11504.0,STL,RP,RP
3174,3175,James Outman,681546,681546,24770,11399.0,LAD,OF,OF
3176,3177,James Paxton,572020,11828,11828,8424.0,BOS,SP,SP
3182,3183,James Wood,695578,695578,sa3016870,11750.0,WSH,OF,OF
3183,3184,Jameson Hannah,680683,680683,sa3007046,10227.0,COL,OF,OF
3184,3185,Jameson Taillon,592791,11674,11674,7886.0,CHC,SP,SP
3199,3200,Janson Junk,676083,676083,23301,11280.0,MIL,RP,RP
3209,3210,Jared Kelley,691721,691721,sa3014471,11091.0,CHW,SP,SP
3210,3211,Jared Koenig,657649,657649,27517,11489.0,SD,SP,SP
3215,3216,Jared Shuster,694363,694363,27472,10849.0,ATL,SP,SP
3216,3217,Jared Solomon,676660,676660,23425,11163.0,FA,RP,RP
3218,3219,Jared Triolo,669707,669707,25807,11668.0,PIT,3B,3B
3220,3221,Jared Walsh,665120,665120,18607,10621.0,LAA,1B,1B
3221,3222,Jared Young,676724,676724,20404,11573.0,CHC,1B,1B
3222,3223,Jarlin Garcia,606424,18282,18282,9318.0,PIT,RP,RP
3229,3230,Jarred Kelenic,672284,672284,22558,10230.0,SEA,OF,OF
3230,3231,Jarren Duran,680776,680776,24617,10824.0,BOS,OF,OF
3237,3238,Jason Adam,592094,592094,11861,10025.0,TB,RP,RP
3238,3239,Jason Alexander,669920,669920,19666,10574.0,MIL,RP,RP
3242,3243,Jason Delay,641511,641511,19806,11495.0,PIT,C,C
3243,3244,Jason Foley,671345,671345,19531,11127.0,DET,RP,RP
3245,3246,Jason Heyward,518792,4940,4940,7112.0,LAD,OF,OF
3246,3247,Jason Kipnis,543401,9776,9776,8013.0,FA,2B,2B
3247,3248,Jason Krizan,607249,12394,12394,11461.0,FA,OF,OF
3253,3254,Jason Vosler,613564,613564,16686,9266.0,CIN,1B/3B,1B/3B
3255,3256,Jasson Dominguez,691176,691176,sa3014696,11749.0,NYY,OF,OF
3259,3260,Javier Assad,665871,665871,21741,11547.0,CHC,RP,RP
3261,3262,Javier Baez,595879,12979,12979,8643.0,DET,SS,SS
3278,3279,Javy Guerra,642770,17292,17292,9540.0,TB,SP,SP
3284,3285,Jay Flaa,664852,664852,18140,10566.0,ATL,RP,RP
3285,3286,Jay Groome,666130,666130,sa917925,9829.0,SD,SP,SP
3286,3287,Jay Jackson,543351,543351,7432,7762.0,TOR,RP,RP
3291,3292,Jayden Murray,681151,681151,sa1170405,11758.0,HOU,SP,SP
3298,3299,Jazz Chisholm Jr.,665862,665862,20454,10231.0,MIA,2B/OF,2B/OF
3300,3301,Je’Von Ward,669219,669219,sa3004969,10232.0,MIL,OF,OF
3311,3312,Jean Segura,516416,5933,5933,8349.0,FA,2B/3B,2B/3B
3317,3318,Jedd Gyorko,576397,10816,10816,8224.0,FA,1B/3B,1B/3B
3325,3326,Jeff Brigham,656257,656257,16631,10092.0,NYM,RP,RP
3327,3328,Jeff Hoffman,656546,17432,17432,8975.0,PHI,RP,RP
3328,3329,Jeff Lindgren,689167,689167,25830,11782.0,MIA,RP,RP
3330,3331,Jeff McNeil,643446,643446,15362,10061.0,NYM,2B/OF,2B/OF
3331,3332,Jeff Samardzija,502188,3254,3254,6485.0,FA,SP,SP
3340,3341,Jeffrey Springs,605488,605488,17677,10067.0,TB,SP,SP
3349,3350,Jeimer Candelario,600869,13621,13621,9264.0,CHC,3B,3B
3350,3351,Jeison Guzman,665834,665834,sa914314,10746.0,KC,SS,SS
3352,3353,Jeisson Rosario,671271,671271,sa3004146,10233.0,NYY,OF,OF
3361,3362,Jerar Encarnacion,666464,666464,21871,10839.0,MIA,OF,OF
3362,3363,Jeremiah Estrada,669093,669093,22210,11553.0,CHC,RP,RP
3363,3364,Jeremiah Jackson,669236,669236,sa3007740,10234.0,LAA,SS,SS
3370,3371,Jeremy Jeffress,502026,9490,9490,7248.0,FA,RP,RP
3371,3372,Jeremy Pena,665161,665161,21636,11309.0,HOU,SS,SS
3379,3380,Jermaine Palacios,650339,650339,18371,11485.0,KC,SS,2B/SS
3381,3382,Jerry Blevins,460283,7841,7841,6876.0,FA,RP,RP
3386,3387,Jesse Biddle,592145,11437,11437,7913.0,FA,RP,RP
3387,3388,Jesse Chavez,445926,5448,5448,6704.0,ATL,RP,RP
3390,3391,Jesse Scholtens,669947,669947,19205,11784.0,CHW,SP,SP
3391,3392,Jesse Winker,608385,13590,13590,8647.0,MIL,OF,OF
3392,3393,Jesus Aguilar,542583,11342,11342,8787.0,ATL,1B,1B
3416,3417,Jesus Luzardo,666200,666200,19959,10235.0,MIA,SP,SP
3425,3426,Jesus Sanchez,660821,660821,19913,10236.0,MIA,OF,OF
3428,3429,Jesus Tinoco,622786,622786,16300,9845.0,FA,RP,RP
3432,3433,Jeter Downs,669023,669023,22202,10237.0,WSH,2B,2B
3436,3437,Jeurys Familia,544727,5114,5114,8395.0,FA,RP,RP
3437,3438,Jhailyn Ortiz,665560,665560,sa920180,10238.0,PHI,OF,OF
3442,3443,Jhoan Duran,661395,661395,21029,10239.0,MIN,RP,RP
3452,3453,Jhon Torres,672536,672536,sa3003233,10240.0,STL,OF,OF
3453,3454,Jhonathan Diaz,646242,646242,20298,11291.0,LAA,RP,RP
3469,3470,Jhony Brito,666745,666745,25386,11638.0,NYY,SP,SP
3476,3477,Ji Hwan Bae,678225,678225,23818,10013.0,PIT,2B/OF,2B/OF
3477,3478,Ji Man Choi,596847,5452,5452,8706.0,SD,1B,1B
3480,3481,Jimmie Sherfy,642073,642073,15118,9564.0,FA,RP,RP
3482,3483,Jimmy Cordero,622772,15690,15690,9308.0,NYY,RP,RP
3487,3488,Jimmy Herget,623474,623474,17556,10501.0,LAA,RP,RP
3491,3492,Jimmy Lambert,669424,669424,19541,10730.0,CHW,RP,RP
3492,3493,Jimmy Nelson,519076,10547,10547,8603.0,LAD,RP,RP
3494,3495,Jimmy Yacabonis,642231,642231,15157,9675.0,NYM,RP,RP
3496,3497,JJ Bleday,668709,668709,26368,10838.0,OAK,OF,OF
3499,3500,Jo Adell,666176,666176,20220,10241.0,LAA,OF,OF
3502,3503,Joan Adon,672851,672851,22925,10968.0,WSH,SP,SP
3507,3508,Joc Pederson,592626,11899,11899,8688.0,SF,OF,OF
3508,3509,Joe Barlow,669618,669618,22296,10983.0,KC,RP,RP
3511,3512,Joe Dunand,656388,656388,19727,11463.0,ATL,SS,SS
3515,3516,Joe Harvey,642840,642840,16459,10489.0,FA,RP,RP
3517,3518,Joe Jacques,682175,682175,25178,11806.0,BOS,RP,RP
3518,3519,Joe Jimenez,641729,15761,15761,9644.0,ATL,RP,RP
3519,3520,Joe Kelly,523260,9761,9761,8316.0,LAD,RP,RP
3523,3524,Joe Mantiply,573009,14857,14857,9450.0,ARI,RP,RP
3526,3527,Joe Musgrove,605397,12970,12970,9248.0,SD,SP,SP
3529,3530,Joe Perez,669309,669309,22254,10244.0,FA,3B,3B
3533,3534,Joe Ryan,657746,657746,21390,10786.0,MIN,SP,SP
3540,3541,Joel Kuhnel,669270,669270,19995,10675.0,HOU,RP,RP
3542,3543,Joel Payamps,606303,606303,14332,10496.0,MIL,RP,RP
3546,3547,Joely Rodriguez,570257,11487,11487,9460.0,BOS,RP,RP
3548,3549,Joey Bart,663698,663698,21524,10245.0,SF,C,C
3549,3550,Joey Cantillo,676282,676282,sa3005246,10401.0,CLE,SP,SP
3551,3552,Joey Gallo,608336,14128,14128,8711.0,MIN,1B/OF,1B/OF
3553,3554,Joey Krehbiel,607216,607216,13707,10054.0,BAL,RP,RP
3555,3556,Joey Lucchesi,664192,664192,19320,9952.0,NYM,SP,SP
3557,3558,Joey Meneses,608841,608841,14366,11525.0,WSH,1B/OF,1B/OF
3558,3559,Joey Murray,680765,680765,sa3007234,10855.0,FA,SP,SP
3559,3560,Joey Ortiz,687401,687401,25493,11625.0,BAL,SS,SS
3560,3561,Joey Rickard,572073,13277,13277,9190.0,FA,OF,OF
3562,3563,Joey Votto,458015,4314,4314,5283.0,CIN,1B,1B
3563,3564,Joey Wendle,621563,13853,13853,9234.0,MIA,2B/SS/ 3B,2B/SS/ 3B
3564,3565,Joey Wentz,666214,666214,19962,10246.0,DET,SP,SP
3565,3566,Joey Wiemer,686894,686894,27690,11406.0,MIL,OF,OF
3574,3575,Johan Oviedo,670912,670912,22487,10892.0,PIT,SP,SP
3575,3576,Johan Quezada,629498,629498,20643,10843.0,MIA,RP,RP
3576,3577,Johan Rojas,679032,679032,24336,11643.0,PHI,OF,OF
3583,3584,John Brebbia,605154,605154,12777,9664.0,SF,RP,RP
3587,3588,John Curtiss,595928,595928,16128,9733.0,NYM,RP,RP
3597,3598,John King,667463,667463,22051,11094.0,STL,RP,RP
3602,3603,John Means,607644,607644,16269,10112.0,BAL,SP,SP
3613,3614,John Ryan Murphy,571974,10346,10346,8595.0,FA,C,C
3614,3615,John Schreiber,670167,670167,20020,9986.0,BOS,RP,RP
3621,3622,Johnathan Rodriguez,671286,671286,sa3004147,10247.0,CLE,OF,OF
3625,3626,Johnny Cueto,456501,6893,6893,6968.0,MIA,SP,SP
3627,3628,Jojanse Torres,666672,666672,sa3006955,11006.0,HOU,RP,RP
3628,3629,JoJo Romero,668941,668941,19574,10528.0,STL,RP,RP
3631,3632,Jon Berti,542932,12037,12037,10113.0,MIA,2B/SS/ 3B/OF,2B/SS/ 3B/OF
3632,3633,Jon Duplantier,641541,641541,19546,9956.0,PHI,SP,SP
3633,3634,Jon Gray,592351,14916,14916,8653.0,TEX,SP,SP
3638,3639,Jon Singleton,572138,572138,10441,8213.0,HOU,1B,1B
3639,3640,Jonah Bride,681146,681146,24703,11339.0,OAK,2B/3B,2B/3B
3642,3643,Jonah Heim,641680,16930,16930,10705.0,TEX,C,C
3648,3649,Jonathan Aranda,666018,666018,21837,11394.0,TB,2B,2B
3649,3650,Jonathan Arauz,660620,660620,20275,9243.0,NYM,DH,3B
3652,3653,Jonathan Bermudez,642834,642834,sa3007832,11310.0,MIA,SP,SP
3657,3658,Jonathan Davis,641505,641505,15104,10103.0,MIA,OF,OF
3662,3663,Jonathan Heasley,669169,669169,22224,11288.0,KC,RP,RP
3663,3664,Jonathan Hernandez,642546,642546,17464,9864.0,TEX,RP,RP
3666,3667,Jonathan India,663697,663697,21523,10248.0,CIN,2B,2B
3667,3668,Jonathan Loaisiga,642528,642528,19753,9897.0,NYY,RP,RP
3672,3673,Jonathan Ornelas,680716,680716,24597,10249.0,TEX,SS,SS
3674,3675,Jonathan Schoop,570731,11265,11265,8216.0,FA,2B,2B
3677,3678,Jonathan Stiever,680692,680692,24584,10904.0,CHW,SP,SP
3681,3682,Jonny DeLuca,676356,676356,26365,11681.0,LAD,OF,OF
3683,3684,Jordan Balazovic,666364,666364,21866,10403.0,MIN,RP,RP
3690,3691,Jordan Diaz,672478,672478,22650,11340.0,OAK,2B,2B
3695,3696,Jordan Gore,641625,641625,sa3004127,10537.0,MIN,SS,SS
3696,3697,Jordan Groshans,677954,677954,23794,10250.0,MIA,3B,3B
3697,3698,Jordan Hicks,663855,663855,19618,9957.0,TOR,RP,RP
3698,3699,Jordan Holloway,656548,656548,20631,10463.0,CHW,RP,RP
3702,3703,Jordan Lawlar,691783,691783,sa3017662,11439.0,ARI,SS,SS
3704,3705,Jordan Luplow,656669,656669,16424,9716.0,MIN,OF,OF
3705,3706,Jordan Lyles,543475,7593,7593,7993.0,KC,SP,SP
3709,3710,Jordan Montgomery,656756,656756,16511,9646.0,TEX,SP,SP
3712,3713,Jordan Romano,605447,605447,16122,10518.0,TOR,RP,RP
3716,3717,Jordan Walker,691023,691023,27475,10885.0,STL,3B/OF,3B/OF
3717,3718,Jordan Weems,607179,607179,13190,10864.0,WSH,RP,RP
3718,3719,Jordan Westburg,676059,676059,27815,11610.0,BAL,2B/SS/ 3B,2B/SS/ 3B
3720,3721,Jordan Yamamoto,657141,657141,17585,10251.0,FA,SP,SP
3721,3722,Jordan Zimmermann,519455,4505,4505,7332.0,FA,RP,RP
3727,3728,Jordyn Adams,677941,677941,23788,10252.0,LAA,OF,OF
3729,3730,Jorge Alcala,660896,660896,19459,10701.0,MIN,RP,RP
3730,3731,Jorge Alfaro,595751,12180,12180,8715.0,FA,C,C
3731,3732,Jorge Barrosa,678489,678489,sa3005524,11665.0,ARI,OF,OF
3743,3744,Jorge Lopez,605347,14527,14527,9173.0,MIA,RP,RP
3744,3745,Jorge Mateo,622761,17273,17273,9524.0,BAL,SS,SS
3746,3747,Jorge Ona,671250,671250,20040,10768.0,SD,OF,OF
3747,3748,Jorge Polanco,593871,13152,13152,8832.0,MIN,2B,2B
3750,3751,Jorge Soler,624585,14221,14221,8331.0,MIA,OF,OF
3755,3756,Jose Abreu,547989,15676,15676,8626.0,HOU,1B,1B
3760,3761,Jose Altuve,514888,5417,5417,8116.0,HOU,2B,2B
3761,3762,Jose Alvarado,621237,621237,17780,9515.0,PHI,RP,RP
3763,3764,Jose Alvarez,672905,672905,sa3003377,8519.0,STL,C,C
3768,3769,Jose Azocar,640492,640492,18821,11446.0,SD,OF,OF
3769,3770,Jose Barrero,676480,676480,23378,10825.0,CIN,SS,SS
3771,3772,Jose Berrios,621244,14168,14168,8951.0,TOR,SP,SP
3776,3777,Jose Butto,676130,676130,23313,11400.0,NYM,SP,SP
3777,3778,Jose Caballero,676609,676609,23401,11786.0,SEA,2B/SS,2B/SS
3779,3780,Jose Castillo,620454,620454,17169,9911.0,MIA,RP,RP
3784,3785,Jose Cisnero,542585,6399,6399,8469.0,DET,RP,RP
3792,3793,Jose Cuas,621016,621016,17701,11482.0,CHC,RP,RP
3797,3798,Jose De Leon,592254,15463,15463,9453.0,MIN,RP,RP
3798,3799,Jose Devers,672701,672701,20540,10837.0,MIA,2B/SS,2B/SS
3805,3806,Jose Fermin,665877,665877,21746,11776.0,STL,SS,SS
3814,3815,Jose Godoy,608422,608422,15808,10878.0,BAL,C,C
3821,3822,Jose Hernandez,669796,669796,22318,11725.0,PIT,RP,RP
3822,3823,Jose Herrera,645444,645444,17040,11321.0,ARI,C,C
3828,3829,Jose Leclerc,600917,14524,14524,9239.0,TEX,RP,RP
3831,3832,Jose Lopez,673111,673111,22982,9908.0,CHC,RP,RP
3835,3836,Jose Marte,665896,665896,21761,11263.0,LAA,RP,RP
3842,3843,Jose Miranda,669304,669304,20538,10253.0,MIN,1B/3B,1B/3B
3846,3847,Jose Mujica,620445,620445,17821,9904.0,FA,RP,RP
3851,3852,Jose Osuna,591741,591741,12937,9471.0,FA,1B/OF,1B/3B/ OF
3855,3856,Jose Peraza,606299,13593,13593,8935.0,NYM,2B,2B/3B
3861,3862,Jose Quijada,650671,650671,19200,10465.0,LAA,RP,RP
3862,3863,Jose Quintana,500779,11423,11423,8280.0,NYM,SP,SP
3863,3864,Jose Ramirez,608070,13510,13510,8594.0,CLE,3B,3B
3869,3870,Jose Rodriguez,679563,679563,24388,11659.0,CHW,SS,SS
3872,3873,Jose Rodriguez,642578,642578,17860,10610.0,SEA,RP,RP
3873,3874,Jose Rojas,670351,670351,19331,10794.0,SF,3B,3B/OF
3875,3876,Jose Ruiz,614179,614179,14552,9543.0,FA,RP,RP
3881,3882,Jose Siri,642350,642350,17452,9907.0,TB,OF,OF
3882,3883,Jose Soriano,667755,667755,22100,11187.0,LAA,RP,RP
3884,3885,Jose Suarez,660761,660761,19911,10470.0,LAA,SP,SP
3886,3887,Jose Tena,677588,677588,23691,11383.0,CLE,SS,SS
3890,3891,Jose Trevino,624431,624431,16725,9862.0,NYY,C,C
3893,3894,Jose Urena,570632,11589,11589,9010.0,CHW,SP,SP
3894,3895,Jose Urquidy,664353,664353,18413,10645.0,HOU,SP,SP
3913,3914,Josh A. Smith,595001,10946,10946,9007.0,FA,RP,RP
3914,3915,Josh Bell,605137,13145,13145,8962.0,MIA,1B,1B
3917,3918,Josh D. Smith,605479,605479,13629,10624.0,FA,RP,RP
3918,3919,Josh Donaldson,518626,5038,5038,7279.0,NYY,3B,3B
3920,3921,Josh Fleming,676596,676596,20418,10958.0,TB,SP,SP
3921,3922,Josh Green,681401,681401,sa3006701,11029.0,ARI,SP,SP
3922,3923,Josh H. Smith,669701,669701,26396,11441.0,TEX,SS/3B/ OF,SS/3B/ OF
3923,3924,Josh Hader,623352,14212,14212,9492.0,SD,RP,RP
3924,3925,Josh Harrison,543281,8202,8202,8080.0,FA,2B/3B,2B/3B
3927,3928,Josh Jung,673962,673962,26299,10980.0,TEX,3B,3B
3929,3930,Josh Lester,623507,623507,17737,10546.0,BAL,3b,3b
3931,3932,Josh Lowe,666139,666139,19953,10254.0,TB,OF,OF
3934,3935,Josh Naylor,647304,647304,18839,10255.0,CLE,1B,1B/OF
3937,3938,Josh Palacios,641943,641943,19818,10852.0,PIT,OF,OF
3942,3943,Josh Rojas,668942,668942,19734,10670.0,SEA,2B/3B,2B/3B
3943,3944,Josh Sborz,622250,622250,18323,10487.0,TEX,RP,RP
3945,3946,Josh Staumont,622251,622251,18335,10257.0,KC,RP,RP
3948,3949,Josh Taylor,657031,657031,17359,10461.0,KC,RP,RP
3951,3952,Josh Walker,677020,677020,23617,11793.0,NYM,RP,RP
3952,3953,Josh Winckowski,670174,670174,22387,11363.0,BOS,RP,RP
3953,3954,Josh Winder,680739,680739,24606,11312.0,MIN,SP,SP
3970,3971,Josiah Gray,680686,680686,24580,10259.0,WSH,SP,SP
3983,3984,Jovani Moran,663558,663558,20422,11287.0,MIN,RP,RP
3984,3985,JP Sears,676664,676664,23429,11401.0,OAK,SP,SP
3986,3987,JT Brubaker,664141,664141,17578,10476.0,PIT,SP,SP
3987,3988,JT Chargois,608638,13767,13767,9221.0,MIA,RP,RP
4029,4030,Juan Minaya,573668,10341,10341,9247.0,PIT,RP,RP
4045,4046,Juan Soto,665742,665742,20123,10030.0,SD,OF,OF
4048,4049,Juan Then,672730,672730,22828,10876.0,SEA,RP,RP
4053,4054,Juan Yepez,660766,660766,18400,11302.0,STL,OF,1B/OF
4062,4063,Julian Fernandez,642759,642759,18341,9937.0,FA,RP,RP
4063,4064,Julian Merryweather,657240,657240,16703,9859.0,CHC,RP,RP
4074,4075,Julio Pablo Martinez,679881,679881,sa3005607,10012.0,TEX,OF,OF
4077,4078,Julio Rodriguez,677594,677594,23697,10260.0,SEA,OF,OF
4079,4080,Julio Teheran,527054,6797,6797,7404.0,MIL,SP,SP
4080,4081,Julio Urias,628711,14765,14765,8669.0,LAD,SP,SP
4090,4091,Junior Fernandez,658551,658551,18496,10666.0,TOR,RP,RP
4094,4095,Junior Guerra,448855,5702,5702,9067.0,FA,RP,RP
4103,4104,Junior Sanquintin,682628,682628,sa3010863,10405.0,CLE,SS,SS
4106,4107,Jurickson Profar,595777,10815,10815,8228.0,COL,OF,OF
4114,4115,Justin Bruihl,677865,677865,23779,11258.0,COL,RP,RP
4120,4121,Justin Dirden,688869,688869,sa3014986,11746.0,HOU,OF,OF
4121,4122,Justin Dunn,643290,643290,19268,10261.0,CIN,SP,SP
4125,4126,Justin Foscue,679822,679822,sa3014527,11770.0,TEX,2B,2B
4126,4127,Justin Garza,621057,621057,19784,11228.0,BOS,RP,RP
4137,4138,Justin Lawrence,664875,664875,17639,10499.0,COL,RP,RP
4139,4140,Justin Lopez,672358,672358,sa3002670,10562.0,SD,SS,SS
4141,4142,Justin Martinez,679885,679885,24453,11666.0,ARI,RP,RP
4148,4149,Justin Smoak,475253,9054,9054,7400.0,FA,1B,1B
4149,4150,Justin Steele,657006,657006,17312,10477.0,CHC,SP,SP
4152,4153,Justin Topa,623437,623437,15145,11126.0,SEA,RP,RP
4153,4154,Justin Turner,457759,5235,5235,7742.0,BOS,1B/2B/ 3B,1B/2B/ 3B
